"report_date","target_end_date","location_name","ICUbed_mean","ICUbed_lower","ICUbed_upper"
2020-04-10,2020-06-21,"New York",0,0,0
2020-04-10,2020-06-22,"New York",0,0,0
2020-04-10,2020-06-23,"New York",0,0,0
2020-04-10,2020-06-24,"New York",0,0,0
2020-04-10,2020-06-25,"New York",0,0,0
2020-04-10,2020-06-26,"New York",0,0,0
2020-04-10,2020-06-27,"New York",0,0,0
2020-04-10,2020-06-28,"New York",0,0,0
2020-04-10,2020-06-29,"New York",0,0,0
2020-04-10,2020-06-30,"New York",0,0,0
2020-04-10,2020-07-01,"New York",0,0,0
2020-04-10,2020-07-02,"New York",0,0,0
2020-04-10,2020-07-03,"New York",0,0,0
2020-04-10,2020-07-04,"New York",0,0,0
2020-04-10,2020-07-05,"New York",0,0,0
2020-04-10,2020-07-06,"New York",0,0,0
2020-04-10,2020-07-07,"New York",0,0,0
2020-04-10,2020-07-08,"New York",0,0,0
2020-04-10,2020-07-09,"New York",0,0,0
2020-04-10,2020-07-10,"New York",0,0,0
2020-04-10,2020-07-11,"New York",0,0,0
2020-04-10,2020-07-12,"New York",0,0,0
2020-04-10,2020-07-13,"New York",0,0,0
2020-04-10,2020-07-14,"New York",0,0,0
2020-04-10,2020-07-15,"New York",0,0,0
2020-04-10,2020-07-16,"New York",0,0,0
2020-04-10,2020-07-17,"New York",0,0,0
2020-04-10,2020-07-18,"New York",0,0,0
2020-04-10,2020-07-19,"New York",0,0,0
2020-04-10,2020-07-20,"New York",0,0,0
2020-04-10,2020-07-21,"New York",0,0,0
2020-04-10,2020-07-22,"New York",0,0,0
2020-04-10,2020-07-23,"New York",0,0,0
2020-04-10,2020-07-24,"New York",0,0,0
2020-04-10,2020-07-25,"New York",0,0,0
2020-04-10,2020-07-26,"New York",0,0,0
2020-04-10,2020-07-27,"New York",0,0,0
2020-04-10,2020-07-28,"New York",0,0,0
2020-04-10,2020-07-29,"New York",0,0,0
2020-04-10,2020-07-30,"New York",0,0,0
2020-04-10,2020-07-31,"New York",0,0,0
2020-04-10,2020-08-01,"New York",0,0,0
2020-04-10,2020-08-02,"New York",0,0,0
2020-04-10,2020-08-03,"New York",0,0,0
2020-04-10,2020-08-04,"New York",0,0,0
2020-04-13,2020-03-01,"New York",0,0,0
2020-04-13,2020-03-02,"New York",0,0,0
2020-04-13,2020-03-03,"New York",0,0,0
2020-04-13,2020-03-04,"New York",0,0,0
2020-04-13,2020-03-05,"New York",0,0,0
2020-04-13,2020-03-06,"New York",0,0,0
2020-04-13,2020-03-07,"New York",0,0,0
2020-04-13,2020-03-08,"New York",0,0,0
2020-04-13,2020-03-09,"New York",2,2,2
2020-04-13,2020-03-10,"New York",3,3,3
2020-04-13,2020-03-11,"New York",10,10,10
2020-04-13,2020-03-12,"New York",13.255,13,14.5
2020-04-13,2020-03-13,"New York",16.3885,16,17.5
2020-04-13,2020-03-14,"New York",35.2625,34,37.5
2020-04-13,2020-03-15,"New York",41.6685,40,44
2020-04-13,2020-03-16,"New York",59.054,57.4875,61.5125
2020-04-13,2020-03-17,"New York",111.4365,109,115
2020-04-13,2020-03-18,"New York",150.467,147.5,154.5
2020-04-13,2020-03-19,"New York",201.775,198,206.5
2020-04-13,2020-03-20,"New York",266.1645,260.5,272.5
2020-04-13,2020-03-21,"New York",363.6045,357,371
2020-04-13,2020-03-22,"New York",494.3295,487,503
2020-04-13,2020-03-23,"New York",648.21,639.4875,658.0125
2020-04-13,2020-03-24,"New York",857.2315,846.5,868
2020-04-13,2020-03-25,"New York",1076.497,1064.5,1090.0125
2020-04-13,2020-03-26,"New York",1359.663,1345,1376
2020-04-13,2020-03-27,"New York",1680.845,1664.4875,1700
2020-04-13,2020-03-28,"New York",2003.3835,1984.4875,2023.5
2020-04-13,2020-03-29,"New York",2407.6335,2385.5,2430
2020-04-13,2020-03-30,"New York",2849.3565,2825.5,2875
2020-04-13,2020-03-31,"New York",3245.8525,3219.5,3274.0125
2020-04-13,2020-04-01,"New York",3523.8075,3495,3554.5125
2020-04-13,2020-04-02,"New York",3998.865,3965.9875,4031.025
2020-04-13,2020-04-03,"New York",4418.0395,4382.5,4455.0125
2020-04-13,2020-04-04,"New York",4718.814,4679,4758
2020-04-13,2020-04-05,"New York",4982.343,4943.9875,5024.5125
2020-04-13,2020-04-06,"New York",5237.163,5194.975,5282.0125
2020-04-13,2020-04-07,"New York",5541.8065,5499,5586.5125
2020-04-13,2020-04-08,"New York",5572.159,5018.4875,6975.875
2020-04-13,2020-04-09,"New York",5511.88,4452.475,8213.0625
2020-04-13,2020-04-10,"New York",5374.52,3865.8875,9226.3375
2020-04-13,2020-04-11,"New York",5163.928,3190.3875,10163.5375
2020-04-13,2020-04-12,"New York",4911.8135,2528.4875,10935.15
2020-04-13,2020-04-13,"New York",4587.376,1871.75,11489.05
2020-04-13,2020-04-14,"New York",4193.928,1738.25,10340.725
2020-04-13,2020-04-15,"New York",3819.4965,1633.9875,9192.1625
2020-04-13,2020-04-16,"New York",3445.992,1524.9,8071.4
2020-04-13,2020-04-17,"New York",3085.945,1408.475,7022.775
2020-04-13,2020-04-18,"New York",2707.2695,1251.775,6065.0875
2020-04-13,2020-04-19,"New York",2351.131,1074.75,5187.65
2020-04-13,2020-04-20,"New York",2017.8665,914.025,4444.775
2020-04-13,2020-04-21,"New York",1711.449,750.5625,3798.7
2020-04-13,2020-04-22,"New York",1438.8245,587.875,3264.2875
2020-04-13,2020-04-23,"New York",1193.4255,437.4,2812.075
2020-04-13,2020-04-24,"New York",975.8005,361.45,2280.1125
2020-04-13,2020-04-25,"New York",793.383,300.425,1817.4375
2020-04-13,2020-04-26,"New York",638.529,247.475,1444.5375
2020-04-13,2020-04-27,"New York",508.651,201.95,1129.8375
2020-04-13,2020-04-28,"New York",400.8415,158.475,872.025
2020-04-13,2020-04-29,"New York",312.5855,128.4375,668.7375
2020-04-13,2020-04-30,"New York",240.9565,102.4625,509.549999999999
2020-04-13,2020-05-01,"New York",183.9045,77.9875,378.2875
2020-04-13,2020-05-02,"New York",138.6575,60.4875,284.025
2020-04-13,2020-05-03,"New York",103.5055,46.4875,199.65
2020-04-13,2020-05-04,"New York",76.0185,34,144
2020-04-13,2020-05-05,"New York",55.222,24,104.025
2020-04-13,2020-05-06,"New York",39.537,17.4875,74.5
2020-04-13,2020-05-07,"New York",27.688,11.5,53.525
2020-04-13,2020-05-08,"New York",19.196,7.5,37.5
2020-04-13,2020-05-09,"New York",12.849,4.5,25.5125
2020-04-13,2020-05-10,"New York",8.693,2.5,18
2020-04-13,2020-05-11,"New York",5.871,1.5,12.5
2020-04-13,2020-05-12,"New York",3.958,0.5,8.5
2020-04-13,2020-05-13,"New York",2.5845,0,6
2020-04-13,2020-05-14,"New York",1.6225,0,4.5
2020-04-13,2020-05-15,"New York",1.0295,0,3
2020-04-13,2020-05-16,"New York",0.615,0,2.5
2020-04-13,2020-05-17,"New York",0.3515,0,1.5
2020-04-13,2020-05-18,"New York",0.1735,0,1.01249999999999
2020-04-13,2020-05-19,"New York",0.065,0,1
2020-04-13,2020-05-20,"New York",0.0035,0,0
2020-04-13,2020-05-21,"New York",0,0,0
2020-04-13,2020-05-22,"New York",0,0,0
2020-04-13,2020-05-23,"New York",0,0,0
2020-04-13,2020-05-24,"New York",0,0,0
2020-04-13,2020-05-25,"New York",0,0,0
2020-04-13,2020-05-26,"New York",0,0,0
2020-04-13,2020-05-27,"New York",0,0,0
2020-04-13,2020-05-28,"New York",0,0,0
2020-04-13,2020-05-29,"New York",0,0,0
2020-04-13,2020-05-30,"New York",0,0,0
2020-04-13,2020-05-31,"New York",0,0,0
2020-04-13,2020-06-01,"New York",0,0,0
2020-04-13,2020-06-02,"New York",0,0,0
2020-04-13,2020-06-03,"New York",0,0,0
2020-04-13,2020-06-04,"New York",0,0,0
2020-04-13,2020-06-05,"New York",0,0,0
2020-04-13,2020-06-06,"New York",0,0,0
2020-04-13,2020-06-07,"New York",0,0,0
2020-04-13,2020-06-08,"New York",0,0,0
2020-04-13,2020-06-09,"New York",0,0,0
2020-04-13,2020-06-10,"New York",0,0,0
2020-04-13,2020-06-11,"New York",0,0,0
2020-04-13,2020-06-12,"New York",0,0,0
2020-04-13,2020-06-13,"New York",0,0,0
2020-04-13,2020-06-14,"New York",0,0,0
2020-04-13,2020-06-15,"New York",0,0,0
2020-04-13,2020-06-16,"New York",0,0,0
2020-04-13,2020-06-17,"New York",0,0,0
2020-04-13,2020-06-18,"New York",0,0,0
2020-04-13,2020-06-19,"New York",0,0,0
2020-04-13,2020-06-20,"New York",0,0,0
2020-04-13,2020-06-21,"New York",0,0,0
2020-04-13,2020-06-22,"New York",0,0,0
2020-04-13,2020-06-23,"New York",0,0,0
2020-04-13,2020-06-24,"New York",0,0,0
2020-04-13,2020-06-25,"New York",0,0,0
2020-04-13,2020-06-26,"New York",0,0,0
2020-04-13,2020-06-27,"New York",0,0,0
2020-04-13,2020-06-28,"New York",0,0,0
2020-04-13,2020-06-29,"New York",0,0,0
2020-04-13,2020-06-30,"New York",0,0,0
2020-04-13,2020-07-01,"New York",0,0,0
2020-04-13,2020-07-02,"New York",0,0,0
2020-04-13,2020-07-03,"New York",0,0,0
2020-04-13,2020-07-04,"New York",0,0,0
2020-04-13,2020-07-05,"New York",0,0,0
2020-04-13,2020-07-06,"New York",0,0,0
2020-04-13,2020-07-07,"New York",0,0,0
2020-04-13,2020-07-08,"New York",0,0,0
2020-04-13,2020-07-09,"New York",0,0,0
2020-04-13,2020-07-10,"New York",0,0,0
2020-04-13,2020-07-11,"New York",0,0,0
2020-04-13,2020-07-12,"New York",0,0,0
2020-04-13,2020-07-13,"New York",0,0,0
2020-04-13,2020-07-14,"New York",0,0,0
2020-04-13,2020-07-15,"New York",0,0,0
2020-04-13,2020-07-16,"New York",0,0,0
2020-04-13,2020-07-17,"New York",0,0,0
2020-04-13,2020-07-18,"New York",0,0,0
2020-04-13,2020-07-19,"New York",0,0,0
2020-04-13,2020-07-20,"New York",0,0,0
2020-04-13,2020-07-21,"New York",0,0,0
2020-04-13,2020-07-22,"New York",0,0,0
2020-04-13,2020-07-23,"New York",0,0,0
2020-04-13,2020-07-24,"New York",0,0,0
2020-04-13,2020-07-25,"New York",0,0,0
2020-04-13,2020-07-26,"New York",0,0,0
2020-04-13,2020-07-27,"New York",0,0,0
2020-04-13,2020-07-28,"New York",0,0,0
2020-04-13,2020-07-29,"New York",0,0,0
2020-04-13,2020-07-30,"New York",0,0,0
2020-04-13,2020-07-31,"New York",0,0,0
2020-04-13,2020-08-01,"New York",0,0,0
2020-04-13,2020-08-02,"New York",0,0,0
2020-04-13,2020-08-03,"New York",0,0,0
2020-04-13,2020-08-04,"New York",0,0,0
2020-04-17,2020-03-01,"New York",0,0,0
2020-04-17,2020-03-02,"New York",0,0,0
2020-04-17,2020-03-03,"New York",0,0,0
2020-04-17,2020-03-04,"New York",0,0,0
2020-04-17,2020-03-05,"New York",0,0,0
2020-04-17,2020-03-06,"New York",0,0,0
2020-04-17,2020-03-07,"New York",0,0,0
2020-04-17,2020-03-08,"New York",0,0,0
2020-04-17,2020-03-09,"New York",2,2,2
2020-04-17,2020-03-10,"New York",3,3,3
2020-04-17,2020-03-11,"New York",10,10,10
2020-04-17,2020-03-12,"New York",13.2475,13,14.5
2020-04-17,2020-03-13,"New York",16.377,16,17.5
2020-04-17,2020-03-14,"New York",35.2835,34,37.5
2020-04-17,2020-03-15,"New York",41.655,40,44
2020-04-17,2020-03-16,"New York",59.0385,57,61.5
2020-04-17,2020-03-17,"New York",111.41,108.5,115.5
2020-04-17,2020-03-18,"New York",150.453,147.5,155
2020-04-17,2020-03-19,"New York",201.8305,198,207
2020-04-17,2020-03-20,"New York",266.2985,260.5,272.5
2020-04-17,2020-03-21,"New York",363.6595,357,370.5125
2020-04-17,2020-03-22,"New York",494.3025,486.5,502.5
2020-04-17,2020-03-23,"New York",648.198,639.5,657.5
2020-04-17,2020-03-24,"New York",857.3595,847,868
2020-04-17,2020-03-25,"New York",1076.716,1065,1090
2020-04-17,2020-03-26,"New York",1360.047,1345.5,1375
2020-04-17,2020-03-27,"New York",1681.095,1664.5,1698.5125
2020-04-17,2020-03-28,"New York",2004,1984.9875,2022.0125
2020-04-17,2020-03-29,"New York",2407.8905,2387,2429.0125
2020-04-17,2020-03-30,"New York",2849.428,2825,2873.525
2020-04-17,2020-03-31,"New York",3245.5525,3218.5,3271.5
2020-04-17,2020-04-01,"New York",3523.314,3492.9875,3553.025
2020-04-17,2020-04-02,"New York",3998.3005,3962.5,4033
2020-04-17,2020-04-03,"New York",4417.5655,4380.5,4451.5
2020-04-17,2020-04-04,"New York",4718.323,4680.975,4754.5125
2020-04-17,2020-04-05,"New York",4982.06,4943.5,5023
2020-04-17,2020-04-06,"New York",5236.8105,5194.9875,5279.0125
2020-04-17,2020-04-07,"New York",5541.818,5496.5,5587.025
2020-04-17,2020-04-08,"New York",5501.9235,5454.4875,5548.0125
2020-04-17,2020-04-09,"New York",5575.5005,5525,5625.5
2020-04-17,2020-04-10,"New York",5617,5567,5667.025
2020-04-17,2020-04-11,"New York",5698.699,4993.95,7553.1875
2020-04-17,2020-04-12,"New York",5812.49,4434.9625,9436.1625
2020-04-17,2020-04-13,"New York",5900.8005,3860.975,11218.8
2020-04-17,2020-04-14,"New York",6038.7105,3279.5375,13211.775
2020-04-17,2020-04-15,"New York",6022.3355,2573.3125,14956.05
2020-04-17,2020-04-16,"New York",5980.7125,1875.475,16550.95
2020-04-17,2020-04-17,"New York",5839.9465,1823.7,16142.125
2020-04-17,2020-04-18,"New York",5633.367,1738.7625,15559.2625
2020-04-17,2020-04-19,"New York",5397.5375,1629.9875,14920.1375
2020-04-17,2020-04-20,"New York",5131.519,1521.4125,14230.9875
2020-04-17,2020-04-21,"New York",4841.214,1396.25,13460.05
2020-04-17,2020-04-22,"New York",4536.336,1255.65,12670.75
2020-04-17,2020-04-23,"New York",4217.222,1121.5125,11861.85
2020-04-17,2020-04-24,"New York",3899.6575,995.475,11028.25
2020-04-17,2020-04-25,"New York",3562.3285,836.025,10246.25
2020-04-17,2020-04-26,"New York",3226.4745,677.1125,9481.5375
2020-04-17,2020-04-27,"New York",2887.9265,597.625,8538.7875
2020-04-17,2020-04-28,"New York",2560.753,521.125,7630.0625
2020-04-17,2020-04-29,"New York",2249.566,451.6125,6740.0625
2020-04-17,2020-04-30,"New York",1957.412,387.075,5945.2
2020-04-17,2020-05-01,"New York",1686.772,330.2,5185.5875
2020-04-17,2020-05-02,"New York",1440.187,272.4875,4471.9125
2020-04-17,2020-05-03,"New York",1217.9375,226.45,3801.725
2020-04-17,2020-05-04,"New York",1020.7775,186.9875,3214.3
2020-04-17,2020-05-05,"New York",847.316,153.425,2678.275
2020-04-17,2020-05-06,"New York",696.8735,123.4625,2204.0375
2020-04-17,2020-05-07,"New York",567.659,95.975,1804.3625
2020-04-17,2020-05-08,"New York",457.962,76.475,1456.6375
2020-04-17,2020-05-09,"New York",366.1345,59.5,1175.0625
2020-04-17,2020-05-10,"New York",289.7545,46.975,935.262499999999
2020-04-17,2020-05-11,"New York",227.4575,36.4875,741.175
2020-04-17,2020-05-12,"New York",176.7165,27.9875,583.65
2020-04-17,2020-05-13,"New York",135.932,20.4875,454.1625
2020-04-17,2020-05-14,"New York",103.568,14.9875,345.1
2020-04-17,2020-05-15,"New York",78.0755,11.5,269.025
2020-04-17,2020-05-16,"New York",58.2755,7.5,201.525
2020-04-17,2020-05-17,"New York",42.817,4.5,149.5625
2020-04-17,2020-05-18,"New York",31.084,3.4875,108
2020-04-17,2020-05-19,"New York",22.255,2,76.525
2020-04-17,2020-05-20,"New York",15.7075,1.5,55.0125
2020-04-17,2020-05-21,"New York",11.0115,1,40.5125
2020-04-17,2020-05-22,"New York",7.5265,0.5,27.0125
2020-04-17,2020-05-23,"New York",5.1545,0,19
2020-04-17,2020-05-24,"New York",3.4655,0,12.5
2020-04-17,2020-05-25,"New York",2.2995,0,9
2020-04-17,2020-05-26,"New York",1.5075,0,6.5
2020-04-17,2020-05-27,"New York",0.9635,0,4.5
2020-04-17,2020-05-28,"New York",0.6105,0,3
2020-04-17,2020-05-29,"New York",0.362,0,2.5
2020-04-17,2020-05-30,"New York",0.1875,0,1.5
2020-04-17,2020-05-31,"New York",0.0885,0,1
2020-04-17,2020-06-01,"New York",0.034,0,0.5
2020-04-17,2020-06-02,"New York",0.0145,0,0
2020-04-17,2020-06-03,"New York",0.0035,0,0
2020-04-17,2020-06-04,"New York",0,0,0
2020-04-17,2020-06-05,"New York",0,0,0
2020-04-17,2020-06-06,"New York",0,0,0
2020-04-17,2020-06-07,"New York",0,0,0
2020-04-17,2020-06-08,"New York",0,0,0
2020-04-17,2020-06-09,"New York",0,0,0
2020-04-17,2020-06-10,"New York",0,0,0
2020-04-17,2020-06-11,"New York",0,0,0
2020-04-17,2020-06-12,"New York",0,0,0
2020-04-17,2020-06-13,"New York",0,0,0
2020-04-17,2020-06-14,"New York",0,0,0
2020-04-17,2020-06-15,"New York",0,0,0
2020-04-17,2020-06-16,"New York",0,0,0
2020-04-17,2020-06-17,"New York",0,0,0
2020-04-17,2020-06-18,"New York",0,0,0
2020-04-17,2020-06-19,"New York",0,0,0
2020-04-17,2020-06-20,"New York",0,0,0
2020-04-17,2020-06-21,"New York",0,0,0
2020-04-17,2020-06-22,"New York",0,0,0
2020-04-17,2020-06-23,"New York",0,0,0
2020-04-17,2020-06-24,"New York",0,0,0
2020-04-17,2020-06-25,"New York",0,0,0
2020-04-17,2020-06-26,"New York",0,0,0
2020-04-17,2020-06-27,"New York",0,0,0
2020-04-17,2020-06-28,"New York",0,0,0
2020-04-17,2020-06-29,"New York",0,0,0
2020-04-17,2020-06-30,"New York",0,0,0
2020-04-17,2020-07-01,"New York",0,0,0
2020-04-17,2020-07-02,"New York",0,0,0
2020-04-17,2020-07-03,"New York",0,0,0
2020-04-17,2020-07-04,"New York",0,0,0
2020-04-17,2020-07-05,"New York",0,0,0
2020-04-17,2020-07-06,"New York",0,0,0
2020-04-17,2020-07-07,"New York",0,0,0
2020-04-17,2020-07-08,"New York",0,0,0
2020-04-17,2020-07-09,"New York",0,0,0
2020-04-17,2020-07-10,"New York",0,0,0
2020-04-17,2020-07-11,"New York",0,0,0
2020-04-17,2020-07-12,"New York",0,0,0
2020-04-17,2020-07-13,"New York",0,0,0
2020-04-17,2020-07-14,"New York",0,0,0
2020-04-17,2020-07-15,"New York",0,0,0
2020-04-17,2020-07-16,"New York",0,0,0
2020-04-17,2020-07-17,"New York",0,0,0
2020-04-17,2020-07-18,"New York",0,0,0
2020-04-17,2020-07-19,"New York",0,0,0
2020-04-17,2020-07-20,"New York",0,0,0
2020-04-17,2020-07-21,"New York",0,0,0
2020-04-17,2020-07-22,"New York",0,0,0
2020-04-17,2020-07-23,"New York",0,0,0
2020-04-17,2020-07-24,"New York",0,0,0
2020-04-17,2020-07-25,"New York",0,0,0
2020-04-17,2020-07-26,"New York",0,0,0
2020-04-17,2020-07-27,"New York",0,0,0
2020-04-17,2020-07-28,"New York",0,0,0
2020-04-17,2020-07-29,"New York",0,0,0
2020-04-17,2020-07-30,"New York",0,0,0
2020-04-17,2020-07-31,"New York",0,0,0
2020-04-17,2020-08-01,"New York",0,0,0
2020-04-17,2020-08-02,"New York",0,0,0
2020-04-17,2020-08-03,"New York",0,0,0
2020-04-17,2020-08-04,"New York",0,0,0
2020-04-21,2020-03-01,"New York",0,0,0
2020-04-21,2020-03-02,"New York",0,0,0
2020-04-21,2020-03-03,"New York",0,0,0
2020-04-21,2020-03-04,"New York",0,0,0
2020-04-21,2020-03-05,"New York",0,0,0
2020-04-21,2020-03-06,"New York",0,0,0
2020-04-21,2020-03-07,"New York",0,0,0
2020-04-21,2020-03-08,"New York",0,0,0
2020-04-21,2020-03-09,"New York",3,3,3
2020-04-21,2020-03-10,"New York",10,10,10
2020-04-21,2020-03-11,"New York",20,20,20
2020-04-21,2020-03-12,"New York",27.3985,27,28.5
2020-04-21,2020-03-13,"New York",45.2955,44,47.5
2020-04-21,2020-03-14,"New York",67.607,65.5,70.5
2020-04-21,2020-03-15,"New York",103.55,101,107
2020-04-21,2020-03-16,"New York",140.742,137.5,144.5
2020-04-21,2020-03-17,"New York",182.479,178,187.0125
2020-04-21,2020-03-18,"New York",230.4975,225.5,236.5
2020-04-21,2020-03-19,"New York",324.981,318.9875,332
2020-04-21,2020-03-20,"New York",441.4555,434,449.5
2020-04-21,2020-03-21,"New York",547.934,540,556.5
2020-04-21,2020-03-22,"New York",696.711,687,708
2020-04-21,2020-03-23,"New York",1027.92,1016.5,1041.5
2020-04-21,2020-03-24,"New York",1218.967,1205.5,1234.0125
2020-04-21,2020-03-25,"New York",1471.5895,1456.5,1488.5125
2020-04-21,2020-03-26,"New York",1834.189,1815,1854.0125
2020-04-21,2020-03-27,"New York",2299.981,2278,2321
2020-04-21,2020-03-28,"New York",2604.7235,2579,2626.5125
2020-04-21,2020-03-29,"New York",3102.7315,3075.4875,3128.525
2020-04-21,2020-03-30,"New York",3805.4325,3774.4875,3835
2020-04-21,2020-03-31,"New York",4071.6035,4039,4103.5
2020-04-21,2020-04-01,"New York",4462.789,4425.475,4499.5125
2020-04-21,2020-04-02,"New York",4997.5605,4957.4875,5038.5125
2020-04-21,2020-04-03,"New York",5633.3795,5591,5678.5125
2020-04-21,2020-04-04,"New York",5947.0395,5903.4875,5992.0125
2020-04-21,2020-04-05,"New York",6060.212,6013.9875,6110.5
2020-04-21,2020-04-06,"New York",6597.26,6546.4875,6646.5125
2020-04-21,2020-04-07,"New York",6925.0515,6873.4875,6977.5
2020-04-21,2020-04-08,"New York",6821.2555,6769,6873.0125
2020-04-21,2020-04-09,"New York",6893.2495,6840.4875,6949.5125
2020-04-21,2020-04-10,"New York",6903.044,6846.5,6957.5
2020-04-21,2020-04-11,"New York",6882.62,6826,6939.0625
2020-04-21,2020-04-12,"New York",6537.9695,6477.975,6599.5
2020-04-21,2020-04-13,"New York",6194.2305,6134.4625,6256.5
2020-04-21,2020-04-14,"New York",6246.988,6189.9875,6310.5125
2020-04-21,2020-04-15,"New York",5921.9545,5390.4875,7118.375
2020-04-21,2020-04-16,"New York",5605.9485,4591.4375,7903.825
2020-04-21,2020-04-17,"New York",5450.5275,3977.225,8792
2020-04-21,2020-04-18,"New York",5394.0515,3429.3125,9860.075
2020-04-21,2020-04-19,"New York",5317.1345,2912,10848.175
2020-04-21,2020-04-20,"New York",4827.7,2019.3875,11340.7375
2020-04-21,2020-04-21,"New York",4509.8995,1836.5875,10718.425
2020-04-21,2020-04-22,"New York",4167.875,1636.4875,10076.7375
2020-04-21,2020-04-23,"New York",3823.55,1447.225,9407.425
2020-04-21,2020-04-24,"New York",3493.4015,1260.4625,8768.15
2020-04-21,2020-04-25,"New York",3146.8725,1068.4,8073.2875
2020-04-21,2020-04-26,"New York",2809.0415,884.9625,7396.75
2020-04-21,2020-04-27,"New York",2505.177,723.9875,6771.2
2020-04-21,2020-04-28,"New York",2239.5835,603.4,6218.3125
2020-04-21,2020-04-29,"New York",1991.969,484.9625,5683.775
2020-04-21,2020-04-30,"New York",1713.111,333.45,5122.875
2020-04-21,2020-05-01,"New York",1476.2195,282.3625,4468.75
2020-04-21,2020-05-02,"New York",1261.9365,229.4,3863.525
2020-04-21,2020-05-03,"New York",1069.8775,188.975,3309.5875
2020-04-21,2020-05-04,"New York",899.207,157.4875,2801.9
2020-04-21,2020-05-05,"New York",749.4825,128.9125,2374.9875
2020-04-21,2020-05-06,"New York",619.5155,103,1983.65
2020-04-21,2020-05-07,"New York",507.465,81.4875,1659.4375
2020-04-21,2020-05-08,"New York",412.2145,63.975,1385.4
2020-04-21,2020-05-09,"New York",331.7665,49.4875,1143.15
2020-04-21,2020-05-10,"New York",264.962,37.5,917.5125
2020-04-21,2020-05-11,"New York",209.6325,28.9875,719.9125
2020-04-21,2020-05-12,"New York",164.641,21.4875,577.6
2020-04-21,2020-05-13,"New York",128.261,15.5,457.5125
2020-04-21,2020-05-14,"New York",99.213,11.5,357.525
2020-04-21,2020-05-15,"New York",75.8385,8,277.1
2020-04-21,2020-05-16,"New York",57.2875,5.5,212.025
2020-04-21,2020-05-17,"New York",42.89,3,160.0125
2020-04-21,2020-05-18,"New York",31.707,2,120.0125
2020-04-21,2020-05-19,"New York",23.1935,1.5,89.5125
2020-04-21,2020-05-20,"New York",16.684,0.987500000000001,68.0125
2020-04-21,2020-05-21,"New York",11.844,0.5,49.0125
2020-04-21,2020-05-22,"New York",8.334,0,35.5375
2020-04-21,2020-05-23,"New York",5.773,0,26
2020-04-21,2020-05-24,"New York",4.0185,0,19
2020-04-21,2020-05-25,"New York",2.731,0,13.5
2020-04-21,2020-05-26,"New York",1.847,0,9.5
2020-04-21,2020-05-27,"New York",1.236,0,7
2020-04-21,2020-05-28,"New York",0.8135,0,5
2020-04-21,2020-05-29,"New York",0.5005,0,3
2020-04-21,2020-05-30,"New York",0.3115,0,2
2020-04-21,2020-05-31,"New York",0.165,0,1.5
2020-04-21,2020-06-01,"New York",0.0905,0,1
2020-04-21,2020-06-02,"New York",0.041,0,0.5
2020-04-21,2020-06-03,"New York",0.019,0,0.0124999999999886
2020-04-21,2020-06-04,"New York",0.0045,0,0
2020-04-21,2020-06-05,"New York",0.001,0,0
2020-04-21,2020-06-06,"New York",0,0,0
2020-04-21,2020-06-07,"New York",0,0,0
2020-04-21,2020-06-08,"New York",0,0,0
2020-04-21,2020-06-09,"New York",0,0,0
2020-04-21,2020-06-10,"New York",0,0,0
2020-04-21,2020-06-11,"New York",0,0,0
2020-04-21,2020-06-12,"New York",0,0,0
2020-04-21,2020-06-13,"New York",0,0,0
2020-04-21,2020-06-14,"New York",0,0,0
2020-04-21,2020-06-15,"New York",0,0,0
2020-04-21,2020-06-16,"New York",0,0,0
2020-04-21,2020-06-17,"New York",0,0,0
2020-04-21,2020-06-18,"New York",0,0,0
2020-04-21,2020-06-19,"New York",0,0,0
2020-04-21,2020-06-20,"New York",0,0,0
2020-04-21,2020-06-21,"New York",0,0,0
2020-04-21,2020-06-22,"New York",0,0,0
2020-04-21,2020-06-23,"New York",0,0,0
2020-04-21,2020-06-24,"New York",0,0,0
2020-04-21,2020-06-25,"New York",0,0,0
2020-04-21,2020-06-26,"New York",0,0,0
2020-04-21,2020-06-27,"New York",0,0,0
2020-04-21,2020-06-28,"New York",0,0,0
2020-04-21,2020-06-29,"New York",0,0,0
2020-04-21,2020-06-30,"New York",0,0,0
2020-04-21,2020-07-01,"New York",0,0,0
2020-04-21,2020-07-02,"New York",0,0,0
2020-04-21,2020-07-03,"New York",0,0,0
2020-04-21,2020-07-04,"New York",0,0,0
2020-04-21,2020-07-05,"New York",0,0,0
2020-04-21,2020-07-06,"New York",0,0,0
2020-04-21,2020-07-07,"New York",0,0,0
2020-04-21,2020-07-08,"New York",0,0,0
2020-04-21,2020-07-09,"New York",0,0,0
2020-04-21,2020-07-10,"New York",0,0,0
2020-04-21,2020-07-11,"New York",0,0,0
2020-04-21,2020-07-12,"New York",0,0,0
2020-04-21,2020-07-13,"New York",0,0,0
2020-04-21,2020-07-14,"New York",0,0,0
2020-04-21,2020-07-15,"New York",0,0,0
2020-04-21,2020-07-16,"New York",0,0,0
2020-04-21,2020-07-17,"New York",0,0,0
2020-04-21,2020-07-18,"New York",0,0,0
2020-04-21,2020-07-19,"New York",0,0,0
2020-04-21,2020-07-20,"New York",0,0,0
2020-04-21,2020-07-21,"New York",0,0,0
2020-04-21,2020-07-22,"New York",0,0,0
2020-04-21,2020-07-23,"New York",0,0,0
2020-04-21,2020-07-24,"New York",0,0,0
2020-04-21,2020-07-25,"New York",0,0,0
